7504 7213
3018 607 1
3703 1426 1
3480 1417 0.5
2305 2571 0.5
429 3183 0.2
2929 1739 1
2254 1998 1
2166 254 0.1
510 3203 0.333333
1884 2101 1
3550 488 1
906 3354 0.2
277 3041 0.2
3437 715 0.5
2607 1145 1
2492 3236 0.2
1107 1697 0.5
1206 3025 1
332 3535 1
3386 788 1
170 3500 0.5
1354 614 0.5
172 891 1
3362 3491 1
1538 1467 1
3735 167 1
2202 436 1
2668 804 1
2549 1137 1
1003 730 1
1557 900 1
1762 2254 1
2366 1589 0.1
542 320 0.2
3227 1858 0.5
3263 962 0.1
1905 3165 1
2243 1202 0.333333
976 2913 1
3245 123 0.5
1671 843 0.5
3597 2605 1
1507 341 1
308 883 1
924 317 1
52 2743 0.1
1465 855 1
3313 2260 1
3011 3237 1
3008 2689 0.5
2897 3522 1
731 3326 1
2937 202 0.5
2938 510 0.2
2422 596 0.2
810 649 0.5
3115 1276 0.1
999 796 1
3040 2970 0.2
3363 1347 1
17 452 0.333333
469 345 0.5
3527 3282 1
2294 1590 0.5
1945 219 1
1076 191 0.1
2949 3306 1
209 3467 0.333333
567 1876 1
3324 1447 1
346 1464 1
890 1096 0.333333
129 830 0.5
3364 3124 1
2479 439 1
2190 1515 1
1712 3626 0.2
2510 42 1
311 3564 0.5
245 2257 1
1526 1765 0.1
2421 2655 0.1
706 1947 0.5
1436 1518 0.1
2080 204 1
3782 2394 0.2
206 3268 0.5
2891 1985 0.5
1458 1459 1
1902 866 1
2954 2392 1
840 182 0.333333
2777 888 0.1
2589 1487 0.5
57 3567 1
1756 2718 1
1178 2086 0.2
3388 1185 0.5
171 2643 1
519 3707 1
3125 2031 0.5
2865 2871 0.5
629 1856 0.2
341 3607 1
1571 2826 0.5
2167 790 1
527 1130 1
2156 3680 0.5
1977 58 0.5
3257 578 0.5
772 2865 1
3634 1937 0.1
3723 1728 1
3024 2069 1
20 3640 0.333333
3538 2015 1
1350 1704 1
1249 67 1
2333 2044 1
1430 670 0.2
441 604 1
1483 445 1
765 375 0.1
1066 2562 1
343 2582 0.5
1608 1489 0.5
709 2839 1
101 296 0.2
2336 1791 0.5
1674 3221 0.5
3707 3662 1
1857 514 0.1
268 442 1
407 670 0.333333
2616 175 0.5
880 1783 1
3275 1654 0.333333
3582 918 1
164 3254 0.5
1745 297 1
203 211 1
2221 1230 1
1730 1498 0.333333
3731 1905 1
1546 729 1
267 771 1
477 3208 0.2
2688 2998 1
565 2324 0.2
233 276 1
3122 3434 0.2
412 1863 0.5
2010 3593 1
3211 2693 0.2
1290 446 1
3336 3668 1
2535 3307 1
2551 2202 1
529 1929 1
924 2162 1
2453 654 0.5
2518 1066 0.2
857 3076 0.5
3650 2495 1
762 2947 0.1
1558 2490 0.5
2287 395 0.1
3269 2946 1
1781 2637 1
3454 3561 1
773 1384 0.1
1526 109 0.1
3304 966 1
1089 823 1
729 747 1
815 2305 1
3731 3754 0.333333
1530 3231 0.5
1531 381 1
3462 42 0.5
3763 3770 0.2
924 665 0.5
2107 176 1
1736 427 0.5
66 318 1
1344 295 0.5
481 233 0.5
2968 1763 0.1
815 2457 1
461 2126 0.333333
3669 2096 1
675 2183 0.333333
745 3452 0.5
1782 1395 0.333333
1966 1462 1
3735 1968 1
2341 2449 1
1747 786 0.2
3545 763 0.2
1094 1224 0.333333
2478 1101 1
3001 938 0.333333
3352 846 0.1
87 1790 0.333333
1042 3756 1
1477 3698 0.5
2208 1409 1
3173 3156 0.5
432 2070 1
148 3164 1
1990 1011 0.5
2136 3175 1
3627 1896 0.2
985 1983 1
2693 2187 1
2070 2827 1
3415 1242 1
2578 3577 0.333333
2527 216 0.333333
3239 3319 0.1
544 1517 1
1906 3653 0.5
413 2650 0.5
3559 2797 0.2
909 1697 0.2
2015 2929 0.333333
1350 2551 0.333333
2933 1336 0.1
3040 3025 1
1425 1633 0.5
2137 1339 1
3022 3245 0.333333
3289 3658 0.5
1659 3424 0.1
1175 3495 1
2879 879 1
2778 2230 1
965 532 1
1892 2734 0.1
2197 3322 0.2
2028 1666 1
3377 57 0.2
3748 3346 1
2976 374 1
370 712 0.333333
3254 2753 1
1481 1738 1
1421 1866 1
2697 3758 0.1
2367 1324 0.5
2832 2514 1
843 1260 0.1
2100 1215 0.5
2385 3353 0.333333
1463 3723 1
243 2346 0.5
2858 34 0.2
3072 1455 1
25 3314 1
2668 1050 0.2
1046 3044 0.5
253 95 0.1
3309 1357 1
1288 2904 1
1758 574 0.5
3778 3773 1
3082 2838 0.5
331 1280 0.333333
285 467 0.5
2320 3135 1
1049 3344 1
3130 3597 1
1840 2275 0.1
1766 2725 0.5
415 690 0.2
1949 3630 0.333333
2036 2919 0.333333
2158 3251 1
2898 2698 1
2321 387 1
1956 1436 1
1681 3728 1
3618 1776 1
3120 3542 1
1733 3119 1
82 1275 0.5
2205 2474 1
1697 839 1
3307 2899 1
753 589 1
497 2546 0.1
3585 3389 1
1846 3215 1
1545 2542 1
176 3437 1
2452 3519 1
773 1093 0.1
1176 2790 1
3153 2304 1
1081 2220 1
1513 2717 1
3381 1672 0.5
554 3518 1
341 1270 0.5
1995 1446 1
2975 3061 1
599 41 0.333333
698 379 1
798 3533 0.5
2959 3776 1
1079 658 0.1
1745 3201 1
2008 3756 0.1
854 3259 0.2
2243 1461 1
2437 3598 1
2358 3360 0.1
3373 3220 0.333333
2547 3180 1
232 1508 0.333333
3093 2588 0.5
247 540 1
2866 1710 1
1417 2565 0.2
401 177 0.5
3787 2614 1
2647 1180 1
711 3715 0.5
2948 2469 0.1
3248 1863 0.1
3532 325 0.1
680 572 1
192 2600 1
505 3180 0.1
3240 3581 0.333333
2805 2737 1
2175 1592 1
275 1465 0.5
1594 620 0.5
2301 3031 1
3678 2770 1
895 3450 0.1
769 3643 1
3192 3310 0.1
594 1919 0.1
1128 931 0.2
3439 2269 0.5
2298 1706 1
1080 3300 1
2330 970 0.5
3768 855 0.5
2577 912 1
1120 1682 1
1425 243 0.1
1118 838 0.333333
3554 1128 1
1141 3729 1
3276 2235 1
3083 3315 1
2672 1014 1
1500 990 0.333333
3097 2729 0.5
2676 3011 1
2105 643 1
1052 923 1
242 3639 1
363 150 0.5
2754 3426 0.2
2219 1878 1
1192 3712 1
298 581 0.1
259 3679 0.5
294 2562 1
336 37 0.2
1459 251 1
2582 493 0.2
1040 856 1
1552 3610 0.1
1344 1199 0.2
3613 2391 1
1428 2689 1
1070 2110 0.5
2604 1567 0.5
3355 1903 0.5
119 3362 1
1600 2151 0.5
2089 2353 0.5
2728 113 1
3000 619 0.1
519 3395 0.5
912 1030 0.5
1887 1262 1
2748 3028 0.333333
703 1753 0.2
2487 1872 0.5
730 2634 1
3258 92 1
2850 2820 0.5
1422 2027 0.1
1192 1708 0.5
2516 2621 1
2737 3670 0.1
437 1788 1
3497 2491 1
874 1185 0.5
775 1915 0.5
1989 543 0.1
925 3393 0.5
3768 184 1
2599 1377 1
1032 3055 1
495 1999 0.5
382 1598 0.2
343 1302 1
1219 1338 0.333333
175 1275 1
927 3264 0.1
1771 3352 0.2
805 3327 1
1867 2133 0.5
6 2327 0.2
766 2822 0.2
565 3204 0.2
2153 2710 0.2
2438 136 1
2233 3266 1
151 3355 1
2404 1334 1
465 1301 0.5
1666 3168 0.5
450 3174 0.2
1452 3102 1
661 2830 1
1468 1190 0.333333
3577 2790 0.333333
2394 1231 0.2
3325 1382 1
2051 2948 1
1174 3414 0.5
2786 449 0.5
1062 899 0.1
2503 2352 0.2
2135 3013 0.5
340 3643 1
1256 3427 0.333333
632 1191 0.1
319 723 1
2524 1936 0.2
1432 2272 1
1642 427 0.1
389 1489 1
2310 199 1
2703 1496 0.5
1295 1836 1
1915 2254 0.2
3650 2886 0.333333
2822 3206 0.1
2539 1099 1
1411 1694 0.5
2859 2498 1
963 2887 0.1
2921 566 0.333333
2601 2432 0.5
3617 3727 0.5
1529 1012 1
2030 869 0.5
3722 2853 0.1
2344 1599 0.5
1226 2172 0.5
3218 400 1
1006 1363 1
283 3447 0.2
2714 1417 1
2848 1241 1
1025 2770 0.5
1457 1007 0.5
983 98 0.2
2876 1604 0.5
1238 2830 0.1
456 1417 0.333333
2172 2423 0.333333
2982 1868 0.5
2683 789 0.5
1022 2799 0.333333
3089 32 0.333333
1537 1489 1
16 1634 1
511 3673 1
2605 280 0.1
2240 737 1
2276 2909 1
2838 1261 1
2215 151 1
3010 1173 0.5
1253 3425 1
590 331 0.333333
935 3303 1
541 21 1
1751 1788 0.333333
2836 3190 1
708 1674 1
166 3674 0.5
1492 2096 0.5
2769 1313 0.5
3053 1728 1
2531 2319 0.5
3499 2416 0.1
1470 2119 0.5
3114 77 1
1245 2914 0.5
3069 2784 1
216 2112 1
741 3604 0.1
2255 1743 0.5
3266 165 1
117 2697 0.1
1092 1565 0.2
1577 3035 0.5
1245 2356 0.5
1863 2763 0.333333
2716 1201 1
3568 1417 1
1345 2158 0.2
381 3575 1
731 3049 1
1971 3166 1
1737 3420 0.2
3081 1204 0.5
2752 1611 0.5
2501 3474 0.2
1370 1559 1
1348 1334 0.1
3439 1842 0.5
710 2223 1
3517 2116 1
1858 294 1
2897 2031 0.5
869 1320 0.5
1877 279 0.333333
1447 2780 1
2105 3313 0.5
1010 30 1
3449 3469 0.5
460 386 0.5
209 3065 1
2169 1131 1
2664 3190 0.333333
2786 266 1
3274 2143 0.5
1580 2753 1
1684 227 1
3348 1237 0.5
1715 55 0.333333
1924 516 1
3518 3680 0.5
3436 2057 1
3649 90 0.5
1262 2877 0.5
3150 1520 1
686 3101 0.2
165 992 0.2
2119 3502 1
311 1424 0.5
1972 3348 1
2343 3074 1
1987 1879 0.1
2762 1735 1
2096 2159 1
859 678 1
927 527 0.333333
3748 692 0.5
3003 2812 1
2658 2285 1
2369 464 1
1757 1969 0.5
1033 164 0.333333
1528 2926 1
2114 392 0.333333
107 413 0.333333
459 1340 0.2
2236 1295 1
1213 505 0.5
2854 2326 0.2
2964 902 0.2
1792 1821 0.5
2856 2855 1
2007 590 0.5
2055 1866 0.5
469 1974 0.2
2517 1595 0.5
1299 39 1
3729 414 0.1
1384 3268 0.2
487 1601 1
53 3394 0.5
751 1619 0.5
1613 2788 1
771 1050 1
320 682 1
3238 2361 1
2864 3661 0.1
3786 2759 1
582 350 0.1
3497 837 1
1845 53 1
2852 804 1
2084 2418 0.5
1906 2351 1
2756 2671 0.5
950 1278 1
1577 350 0.1
567 3298 1
3764 87 0.1
1805 2746 1
1447 798 0.5
3646 3650 0.333333
2833 1103 1
1015 3009 0.2
248 1135 0.333333
3118 2085 0.1
3719 2824 0.333333
394 2553 0.5
3622 2524 1
1731 3491 0.2
677 307 1
2632 3115 0.5
1598 1317 0.5
1306 2333 1
410 1743 0.5
1347 231 0.5
2725 157 0.5
3615 551 1
217 3335 0.5
699 1273 1
134 1113 1
367 3745 1
458 1550 1
814 2856 0.5
386 2428 0.2
256 2937 1
1372 1870 1
2358 854 1
1265 1072 1
2697 1771 1
2988 1906 0.5
2749 2273 1
995 1893 1
558 2707 0.1
2454 2256 0.5
2300 1674 1
1540 3046 0.2
1774 773 0.2
884 2039 0.5
3330 943 0.5
3256 3093 0.5
3457 1212 0.5
3610 1369 1
1520 1927 0.2
1448 588 0.333333
11 2050 1
673 3590 0.5
3206 734 1
1962 1618 1
1790 317 0.5
1713 2735 0.2
588 2399 0.2
60 2216 0.333333
1425 2898 1
867 553 1
1727 3519 1
468 400 0.2
1418 3606 0.5
3141 937 1
3110 1889 1
2346 3602 0.5
882 3352 1
3586 3412 0.333333
3027 207 0.5
603 1074 1
1721 2802 0.333333
1097 2432 0.333333
3226 57 0.5
2295 2360 0.5
2145 839 0.5
2313 3185 1
585 3230 1
2094 2185 0.5
351 581 1
2345 1184 0.1
261 2906 0.5
1696 3165 0.5
3532 2598 1
549 263 0.333333
2297 2408 1
2140 90 1
955 675 1
3123 1932 1
279 2283 1
1435 3790 0.333333
2827 258 1
3229 1955 0.5
1432 1694 1
3485 2243 0.5
3268 3702 1
98 1212 0.5
3068 2167 0.1
844 659 1
805 100 0.1
1347 697 1
2236 3525 0.2
1400 2961 1
3730 600 1
234 3247 1
794 1885 0.1
2924 1983 1
514 420 0.1
1735 426 0.5
1094 393 1
1061 1740 1
1864 3139 1
1249 746 1
3427 683 1
1830 79 0.2
2476 873 1
3032 2960 1
169 3474 0.333333
3267 1416 1
2393 1673 1
1619 2734 0.2
705 3760 0.2
3316 378 0.2
1302 2967 0.2
2005 1004 1
2163 2643 0.2
3367 1044 1
2762 1214 1
1738 688 1
303 3081 0.5
3053 69 1
2913 775 1
2119 298 0.1
1234 763 1
1032 2768 1
71 300 1
3777 3668 1
2857 2637 0.333333
1619 3537 0.333333
121 47 1
296 2263 1
2367 1383 0.5
3568 2665 0.2
1355 106 0.5
2109 1138 1
74 1209 0.5
3638 1194 0.1
660 258 1
2689 1039 1
775 1160 0.5
1942 1456 1
3178 2986 0.1
3514 2761 1
1193 323 1
2590 2432 1
2962 2507 1
3635 1514 1
3345 2174 0.333333
1899 232 1
3153 1007 1
661 2949 0.2
3387 1496 1
3703 1217 0.2
2054 1572 0.5
510 369 1
105 3332 0.1
71 2336 0.2
1231 1889 0.1
973 2950 1
1755 2310 1
2860 2133 1
790 1727 0.5
2544 800 1
2428 2016 0.5
2636 2526 1
1484 2631 0.1
2000 2702 1
3193 3095 0.5
2766 3231 1
1734 1193 1
870 3215 1
2956 212 1
1907 1918 0.5
1237 3509 0.1
2140 2352 1
2575 2998 1
2548 1206 1
3182 3561 1
1912 1696 0.2
2755 2592 1
2115 3463 0.333333
2770 1788 1
1360 3695 0.2
2867 301 1
3435 2442 0.5
1899 1224 1
2156 2934 1
484 2324 1
1908 3398 1
1932 2360 1
3150 3637 1
2952 2615 1
2128 3137 0.5
3223 2212 0.5
3196 1016 1
1729 2077 0.333333
3260 440 1
1366 925 0.5
2195 1995 0.2
1765 135 1
3090 3285 1
3247 1606 1
1399 2896 0.1
3246 1489 0.1
764 892 1
3678 2621 0.1
231 2088 1
2673 2616 0.5
1970 1018 1
1710 2784 1
2135 1243 1
3243 698 0.333333
2334 2097 0.5
770 713 1
580 639 0.1
1407 524 1
518 755 1
2186 2590 0.1
987 767 1
1783 1640 1
1876 3775 1
623 2387 1
976 929 0.5
3387 861 0.1
540 1442 1
1540 2849 1
1368 2529 1
2447 84 1
2350 1071 0.2
316 2016 1
3183 3054 0.5
3500 3677 1
3678 860 1
2160 3410 0.333333
517 3112 0.5
2468 859 0.5
1988 1389 0.333333
1426 2999 1
2617 1556 1
3737 1034 0.5
2704 424 1
3770 131 1
3431 2971 0.333333
3183 1338 1
4 1017 1
2059 3485 0.5
1495 843 1
3459 2269 1
1715 1093 0.333333
205 1037 1
711 2903 0.1
478 2881 0.5
130 1681 0.5
2760 1072 1
2051 1076 0.333333
3617 2297 1
2248 3792 1
593 3459 1
1937 543 1
1044 748 1
347 1459 0.2
3029 1100 1
2050 392 0.5
3204 3152 0.333333
1903 573 0.333333
782 397 0.2
3147 1807 1
1723 2401 1
2569 545 0.1
3671 752 1
2017 1099 0.1
2428 3291 1
1090 1548 0.333333
1433 959 1
2848 2024 1
708 2807 0.5
865 1323 1
1022 3046 0.2
7 985 1
3329 863 1
3606 2880 0.1
711 677 0.1
3548 1767 0.5
1308 2362 1
3058 1417 0.5
751 1287 0.333333
3471 2153 0.1
2530 2337 1
1035 2345 1
3041 1881 0.2
1167 1694 0.5
393 2405 0.2
2910 1322 1
1506 2630 0.333333
1061 1058 0.333333
2641 1809 1
1558 649 0.5
1799 3180 1
455 422 1
96 2625 1
600 0 1
2308 3348 1
1738 2466 1
1260 179 0.333333
3145 403 0.2
1816 2206 0.5
1774 3764 0.5
93 1770 0.5
3704 2225 1
2074 1483 1
1487 2083 1
2594 598 0.5
1475 1499 0.2
841 1921 0.5
2838 1273 1
1261 3089 1
656 233 0.2
700 3281 0.5
131 3192 0.1
2101 635 1
2904 2122 0.1
2869 85 0.1
3228 1560 1
583 2402 1
1073 609 1
2804 1032 0.5
2110 1688 0.333333
1388 2388 0.2
1598 1681 1
3195 3783 1
3321 2894 1
62 1133 1
1194 3523 1
2987 313 1
2908 1387 0.333333
3265 3353 1
2919 833 1
1967 2221 0.5
504 2981 1
1394 2383 0.5
2082 1074 1
1098 1136 0.1
3155 1492 1
2979 686 1
574 2756 0.333333
2571 2229 0.5
1807 517 1
2732 1646 0.5
1415 2150 0.2
1779 2707 0.1
1295 158 1
3705 1256 1
2618 3573 0.333333
1260 2759 1
216 3333 1
3514 2111 0.2
2580 3081 0.1
2478 2020 0.5
3760 2597 1
3391 3538 0.1
1613 1040 0.5
909 115 0.2
1341 1895 1
3265 3155 1
1244 3372 1
1142 3093 1
3268 1042 1
2119 2683 0.1
2616 2650 0.5
632 1410 0.5
518 3024 1
561 140 1
1023 1482 0.2
1266 116 1
3430 523 0.1
503 1665 1
3481 302 1
1954 2421 1
772 1244 0.5
2187 1039 0.2
2509 719 1
79 1280 1
719 1466 1
3254 1894 1
1359 693 1
1997 1196 1
1936 47 1
2080 1163 0.1
275 1935 0.333333
1121 3284 0.333333
3377 2001 0.1
233 2080 0.5
1022 2800 0.2
1618 2261 0.333333
3168 2782 1
3565 987 1
996 2085 0.333333
3360 3327 1
3515 3603 1
284 931 1
1884 3470 1
3366 2865 0.5
1497 94 1
1094 1712 0.333333
1747 249 0.333333
3093 2976 1
166 179 0.333333
1918 2702 0.2
1040 2424 1
421 1870 0.5
132 3755 0.5
1844 2490 0.5
1006 194 1
2129 450 0.333333
1721 2197 0.333333
3258 659 1
1988 825 1
2804 1905 0.5
3155 2107 0.1
2477 2529 0.2
1893 2661 0.2
985 3668 1
2943 881 1
364 2172 0.5
2452 101 0.5
159 2521 0.333333
843 716 0.2
868 3521 1
3595 2045 0.1
322 3684 1
2713 946 0.2
435 1932 0.2
647 1082 0.5
215 608 1
233 3060 1
1610 2382 1
2808 3225 1
1039 3255 0.333333
337 3057 0.1
2580 2541 1
2722 1462 1
1732 1897 0.2
617 1707 1
383 1084 1
1483 480 0.1
1847 2090 0.1
1776 268 1
746 469 1
3237 806 1
3142 3386 0.333333
2939 1477 1
2844 3209 1
888 33 0.333333
2969 3371 1
1027 224 0.1
2145 2071 0.1
1853 3009 0.5
154 3756 0.333333
1711 3200 0.333333
2531 2550 1
1262 858 0.1
1455 2864 1
2708 3752 1
1036 2090 1
449 3117 1
342 631 1
1488 2484 0.5
2901 2639 0.333333
153 557 1
2841 2250 0.1
3447 3513 0.333333
2576 337 0.1
283 2207 1
978 3244 1
1252 3693 1
1750 243 0.1
526 893 0.5
1474 1 1
2384 154 1
2702 2158 1
939 1812 1
2989 3550 1
1155 2995 0.333333
2235 181 1
774 1433 1
1592 3184 1
3042 2872 0.1
3183 3508 0.333333
1332 2100 1
2993 171 0.5
2273 273 0.5
1274 3262 1
3567 625 1
481 2860 1
3595 2797 0.5
2816 596 1
604 3638 0.5
3078 2190 1
1760 2684 1
3552 1046 0.5
2871 3320 0.2
3165 3756 0.1
3216 3530 0.333333
1631 3173 0.333333
228 2975 1
258 1160 0.5
1796 926 0.333333
1575 211 0.5
1908 1972 0.333333
3503 893 0.5
639 2927 0.5
2678 2299 0.5
3349 884 0.2
852 2515 0.1
378 2743 0.2
1862 2163 1
150 3121 1
1239 904 1
725 1974 1
2057 847 0.5
3598 1486 1
1711 3326 0.5
1904 2045 0.5
2672 2059 0.1
1983 2437 1
3431 507 0.1
2246 3612 1
1988 1058 1
1104 1783 1
2191 3003 1
3334 2808 1
3611 3682 0.1
2394 1793 1
2061 3628 0.5
3406 1818 1
2863 1456 1
690 2864 1
801 222 1
1816 1326 1
1013 2679 0.1
218 2221 0.1
72 1201 1
2414 3596 0.2
3008 1026 0.333333
1868 3594 0.1
3166 2664 1
3295 2517 1
3244 3318 1
458 1342 0.5
3248 1517 0.5
618 897 0.5
796 131 1
25 2545 0.2
1047 1760 1
1905 3629 1
787 2164 0.333333
3243 1667 0.1
977 1118 1
2726 738 1
1170 193 0.1
1455 3766 0.5
169 3724 1
3039 3749 1
1919 1004 1
987 2071 0.1
3650 2858 1
554 1470 0.5
3767 2447 1
1875 1380 1
487 2550 0.5
3571 3168 0.333333
3760 2499 0.333333
287 1745 0.1
2314 2826 1
2309 20 0.5
2140 3671 1
3298 3387 0.1
2329 3361 0.1
1641 606 1
1690 1093 0.333333
1095 872 1
3429 1 0.5
2739 3243 1
329 1764 0.1
2717 3236 1
3382 745 1
1437 250 0.5
1801 1742 1
819 2545 1
379 3397 1
1652 700 0.2
2300 3291 0.5
1654 1399 1
2753 1728 1
2047 3607 0.5
524 3197 0.333333
2671 841 1
3575 1804 0.333333
254 2623 1
1332 2165 0.2
2665 24 1
240 2325 0.333333
1608 186 0.5
2427 2102 0.1
1217 356 0.5
3243 42 1
1383 2714 1
3567 1658 0.5
3700 1912 1
1747 2406 1
237 440 1
2381 3635 1
3186 1451 1
2434 85 0.2
2573 464 0.333333
2527 2869 0.5
1046 459 0.5
407 234 0.5
735 3096 0.5
2848 1051 0.1
3333 1288 1
3004 2831 1
1208 2224 1
2553 28 1
1369 2601 0.2
541 1335 0.333333
3549 2382 0.5
847 1951 0.333333
3596 1848 1
3626 65 0.333333
2269 2560 0.2
515 1772 0.333333
1558 2142 0.5
1097 64 0.5
3676 1433 1
2088 1974 0.2
414 893 0.333333
2154 1740 1
336 706 1
776 539 0.5
2267 1971 1
415 1648 0.5
556 3206 0.1
2922 3465 0.2
1523 2510 0.1
1888 805 0.2
2750 381 1
2201 2535 1
2765 2033 1
547 2809 0.2
2188 445 0.5
2596 22 1
145 579 1
2791 2663 1
2546 3349 1
2896 1444 0.5
1427 401 0.1
14 1764 0.5
341 3691 0.2
1374 3401 1
2108 1796 1
183 3554 1
3698 2861 0.2
1996 1859 0.5
2920 3567 1
3400 2670 1
53 3259 0.2
881 3273 0.1
451 3614 1
1216 357 0.2
998 1628 0.333333
388 1811 1
2755 878 0.5
1908 2036 0.2
3724 1164 0.5
466 3726 1
2444 2941 0.1
193 29 1
2660 3435 1
1233 859 1
3207 1019 1
1508 569 1
3363 3324 0.5
3448 1439 1
1599 533 1
1641 161 0.2
560 1767 0.5
2739 1122 1
3560 3783 1
409 385 0.5
571 2755 1
3199 470 1
2169 41 1
2018 3489 1
2227 458 0.2
3600 2099 0.1
1113 2660 0.5
729 768 0.5
375 535 0.2
2619 944 1
1928 1516 1
1419 84 1
642 1416 0.333333
3189 2596 1
3382 1030 0.1
2433 837 0.333333
2482 1950 0.5
3461 1841 0.5
1770 2217 0.2
3023 1043 1
1707 2133 0.1
2308 2715 1
3380 3357 1
699 2753 1
670 1504 0.2
261 144 1
1952 1789 1
1671 619 0.2
1321 2389 1
2343 782 0.5
2634 1651 0.5
1486 167 0.333333
2540 2709 1
1216 3408 1
2489 3241 1
998 3502 0.5
345 1661 1
803 2495 1
3103 23 0.5
2989 1528 0.333333
3080 370 0.5
1512 1018 0.5
2658 2720 1
3369 144 1
2201 2633 1
2538 3631 1
3020 183 1
1497 149 1
3549 2414 1
405 773 0.5
997 60 1
286 734 0.5
1859 3393 0.1
3186 2131 1
3291 539 1
2843 2240 1
2105 1467 1
1353 2126 1
3095 1883 1
230 2288 0.1
2686 3285 1
881 2734 1
3049 800 0.1
1190 194 1
2430 2647 1
2510 1697 1
1591 2965 1
855 525 1
3223 2782 0.1
3374 3012 0.5
1344 1067 1
1491 1110 1
3210 367 1
2854 719 0.5
835 3150 1
2311 1029 0.5
2234 2620 1
3624 2637 1
3348 1229 1
323 811 0.5
3380 1317 0.5
1298 2808 1
1950 1387 0.1
3402 448 0.1
418 1284 1
3035 3595 0.5
602 1199 0.2
296 1030 0.2
3470 3540 1
1003 71 1
1548 2613 1
2322 118 1
414 2068 1
1828 839 1
1007 419 0.5
1659 3455 0.5
3341 264 0.5
3013 3516 0.333333
691 2355 1
2553 2520 1
1434 275 0.1
1631 1760 0.1
6 2174 1
606 210 1
816 379 0.2
1473 2038 0.1
1094 749 1
1914 2924 1
3764 3615 0.1
731 1537 1
1562 2971 1
375 3765 0.1
3099 3771 0.2
305 3539 1
1306 3517 0.5
3564 359 1
853 1453 1
1361 3367 0.333333
1593 2501 1
3342 3232 0.5
25 1002 1
3732 1377 1
1613 3639 0.5
1669 151 1
1096 619 0.5
903 3345 0.2
1910 405 1
3666 929 1
760 2522 1
3586 1233 0.5
1201 420 0.1
950 3315 1
3626 297 0.1
2487 1966 0.5
1094 2225 0.5
2381 2290 0.2
234 407 1
2495 280 0.5
538 202 1
244 2950 1
228 358 0.5
375 471 0.2
1062 304 0.5
757 1954 0.1
604 2210 0.5
1070 798 0.5
1088 194 0.5
674 2690 0.1
351 2390 1
2550 2635 1
1351 2863 0.333333
3528 2400 0.1
595 2625 1
1753 3382 1
247 193 0.2
965 1263 1
181 1514 1
2758 1350 0.2
985 1702 1
3206 3414 1
3747 135 1
853 3663 0.1
1385 3420 0.333333
1383 1381 1
3336 790 0.333333
2868 1755 0.5
3198 1098 0.5
3723 64 0.5
2307 1049 0.5
3282 3417 1
3098 3371 1
1985 3386 1
1596 978 0.5
39 1524 0.1
1864 229 0.5
3045 3097 0.2
859 1664 1
3141 1595 0.1
26 109 0.2
1568 3391 0.5
1894 2697 0.2
3192 51 0.5
3523 809 0.5
2643 848 1
2306 1874 1
2759 1127 1
1174 1148 0.5
3643 496 0.1
2383 3478 0.333333
2172 1253 1
748 2309 0.1
2695 1709 0.333333
3397 601 1
1285 2406 1
3652 919 1
1617 2840 1
2679 3176 1
1613 3027 1
1303 1617 1
265 2952 0.2
2619 3700 0.2
3038 1764 1
2671 1368 1
3112 1816 0.1
609 837 1
2935 2455 1
2595 503 0.2
2565 2116 1
3031 2582 1
3183 2009 1
3750 835 0.333333
2833 3036 1
2788 1076 0.1
2505 395 0.1
836 166 1
2202 3101 1
3454 1903 1
3251 3630 0.1
3120 2869 1
2930 2259 1
1900 2216 0.5
776 418 0.2
3534 2368 1
74 243 0.5
2223 241 1
578 2443 0.2
1389 2104 0.2
2703 1562 1
1502 51 1
2046 2144 0.333333
3761 251 0.333333
2518 189 1
3474 3723 1
2550 4 0.5
346 2227 1
2940 1968 1
211 3357 1
2340 1429 1
514 2931 0.5
719 346 0.5
228 314 1
277 1995 0.333333
745 1676 1
3581 3388 1
2029 3735 0.5
718 2044 0.333333
2688 2255 1
1294 3757 1
1463 3434 1
845 360 1
2371 3544 1
3310 28 1
1483 3728 1
2542 3516 0.5
2768 914 1
1428 1632 0.5
2056 3483 1
1410 984 1
2193 1609 1
1276 2454 1
3661 194 0.2
1730 3504 0.2
1793 357 0.5
3533 2061 1
1075 1036 1
2352 2464 1
1042 3682 0.333333
1149 461 1
1220 2654 1
95 3093 0.333333
2285 2123 1
433 3015 0.333333
2402 1016 0.333333
3469 756 1
3422 993 1
496 2507 0.5
2995 3549 1
554 67 0.5
2890 1287 1
2204 544 1
180 2829 1
1306 3262 0.5
2143 1034 0.1
1661 3665 0.333333
3240 3294 0.5
2063 2952 0.2
2513 1317 0.2
2014 1871 1
2814 130 1
800 2334 1
1879 2515 0.2
451 28 1
2038 1333 1
848 2156 0.333333
3369 1603 0.5
2252 3667 1
687 1549 0.333333
995 3563 0.333333
2208 1746 0.5
77 2547 1
2284 3588 0.1
2690 3201 1
2565 1446 0.5
2636 1456 0.5
2579 194 0.5
2024 2446 1
3584 2295 0.2
1829 3290 0.333333
1946 1705 1
1354 945 1
3097 2391 1
3562 1288 0.2
2379 3015 1
2529 1858 0.2
1042 645 1
321 1831 0.333333
3266 784 0.5
175 2614 1
3601 3722 1
1188 1283 0.5
1322 588 0.5
3369 3312 1
1869 1899 0.5
139 635 1
3659 840 0.333333
2743 1161 0.5
480 3589 0.2
